"Order.ID","Order.Date","Ship.Mode","Segment","State","Region","Category","Sub.Category","Sales","Quantity","Discount","Profit","profit_margin","profit_status","discount_band","order_year","order_quarter"
"CA-2016-110772",2016-11-20,"Second Class","Home Office","Ohio","East","Office Supplies","Labels",18.496,8,0.2,6.2424,33.75,"Profit","Medium (11-20%)",2016,"Q4"
"CA-2016-110772",2016-11-20,"Second Class","Home Office","Ohio","East","Technology","Accessories",255.984,2,0.2,54.3966,21.25,"Profit","Medium (11-20%)",2016,"Q4"
"CA-2016-110772",2016-11-20,"Second Class","Home Office","Ohio","East","Furniture","Bookcases",86.97,3,0.5,-48.7032,-56,"Loss","Very High (31%+)",2016,"Q4"
"CA-2014-111451",2014-12-26,"First Class","Corporate","Colorado","West","Furniture","Furnishings",300.416,8,0.2,78.8592,26.25,"Profit","Medium (11-20%)",2014,"Q4"
"CA-2014-111451",2014-12-26,"First Class","Corporate","Colorado","West","Furniture","Chairs",230.352,3,0.2,20.1558,8.75,"Profit","Medium (11-20%)",2014,"Q4"
"CA-2014-111451",2014-12-26,"First Class","Corporate","Colorado","West","Furniture","Furnishings",218.352,3,0.2,-24.5646,-11.25,"Loss","Medium (11-20%)",2014,"Q4"
"CA-2014-111451",2014-12-26,"First Class","Corporate","Colorado","West","Office Supplies","Binders",78.6,5,0.7,-62.88,-80,"Loss","Very High (31%+)",2014,"Q4"
"CA-2014-111451",2014-12-26,"First Class","Corporate","Colorado","West","Office Supplies","Fasteners",27.552,3,0.2,9.2988,33.75,"Profit","Medium (11-20%)",2014,"Q4"
"CA-2016-142545",2016-10-28,"Standard Class","Corporate","New Jersey","East","Office Supplies","Paper",32.4,5,0,15.552,48,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-142545",2016-10-28,"Standard Class","Corporate","New Jersey","East","Office Supplies","Storage",1082.48,8,0,10.8248,1,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-142545",2016-10-28,"Standard Class","Corporate","New Jersey","East","Office Supplies","Paper",56.91,3,0,27.3168,48,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-142545",2016-10-28,"Standard Class","Corporate","New Jersey","East","Furniture","Furnishings",77.6,4,0,38.024,49,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-142545",2016-10-28,"Standard Class","Corporate","New Jersey","East","Office Supplies","Binders",14.28,1,0,6.5688,46,"Profit","No Discount (0%)",2016,"Q4"
"US-2017-152380",2017-11-19,"Standard Class","Consumer","Illinois","Central","Furniture","Tables",219.075,3,0.5,-131.445,-60,"Loss","Very High (31%+)",2017,"Q4"
"CA-2015-144253",2015-05-04,"Second Class","Corporate","New York","East","Furniture","Furnishings",26.8,2,0,12.864,48,"Profit","No Discount (0%)",2015,"Q2"
"CA-2014-130960",2014-12-30,"Standard Class","Corporate","Michigan","Central","Office Supplies","Art",9.84,3,0,2.8536,29,"Profit","No Discount (0%)",2014,"Q4"
"CA-2014-111003",2014-06-01,"Standard Class","Home Office","New Jersey","East","Office Supplies","Binders",45.48,3,0,20.9208,46,"Profit","No Discount (0%)",2014,"Q2"
"CA-2014-111003",2014-06-01,"Standard Class","Home Office","New Jersey","East","Office Supplies","Art",289.2,6,0,83.868,29,"Profit","No Discount (0%)",2014,"Q2"
"CA-2017-126774",2017-04-15,"First Class","Consumer","Virginia","South","Office Supplies","Art",4.89,1,0,2.0049,41,"Profit","No Discount (0%)",2017,"Q2"
"CA-2016-142902",2016-09-12,"Second Class","Corporate","Colorado","West","Furniture","Furnishings",15.136,4,0.2,3.5948,23.75,"Profit","Medium (11-20%)",2016,"Q3"
"CA-2016-142902",2016-09-12,"Second Class","Corporate","Colorado","West","Furniture","Chairs",466.768,2,0.2,52.5114,11.25,"Profit","Medium (11-20%)",2016,"Q3"
"CA-2016-142902",2016-09-12,"Second Class","Corporate","Colorado","West","Furniture","Furnishings",15.232,1,0.2,1.7136,11.25,"Profit","Medium (11-20%)",2016,"Q3"
"CA-2016-142902",2016-09-12,"Second Class","Corporate","Colorado","West","Office Supplies","Labels",6.264,3,0.2,2.0358,32.5,"Profit","Medium (11-20%)",2016,"Q3"
"CA-2014-120887",2014-09-27,"Standard Class","Corporate","New Jersey","East","Furniture","Furnishings",87.54,3,0,37.6422,43,"Profit","No Discount (0%)",2014,"Q3"
"CA-2014-167850",2014-08-09,"Standard Class","Corporate","Florida","South","Technology","Phones",178.384,2,0.2,22.298,12.5,"Profit","Medium (11-20%)",2014,"Q3"
"CA-2014-167850",2014-08-09,"Standard Class","Corporate","Florida","South","Office Supplies","Paper",15.552,3,0.2,5.4432,35,"Profit","Medium (11-20%)",2014,"Q3"
"CA-2014-164259",2014-12-28,"First Class","Corporate","Pennsylvania","East","Office Supplies","Art",99.136,4,0.2,8.6744,8.75,"Profit","Medium (11-20%)",2014,"Q4"
"CA-2014-164973",2014-11-04,"Standard Class","Home Office","New York","East","Furniture","Chairs",135.882,1,0.1,24.1568,17.78,"Profit","Low (1-10%)",2014,"Q4"
"CA-2014-164973",2014-11-04,"Standard Class","Home Office","New York","East","Technology","Machines",3991.98,2,0,1995.99,50,"Profit","No Discount (0%)",2014,"Q4"
"CA-2014-164973",2014-11-04,"Standard Class","Home Office","New York","East","Technology","Phones",275.94,6,0,80.0226,29,"Profit","No Discount (0%)",2014,"Q4"
"CA-2014-164973",2014-11-04,"Standard Class","Home Office","New York","East","Technology","Accessories",360,4,0,129.6,36,"Profit","No Discount (0%)",2014,"Q4"
"CA-2014-164973",2014-11-04,"Standard Class","Home Office","New York","East","Office Supplies","Storage",43.57,1,0,13.071,30,"Profit","No Discount (0%)",2014,"Q4"
"CA-2014-156601",2014-09-19,"Standard Class","Corporate","California","West","Office Supplies","Fasteners",7.16,2,0,3.58,50,"Profit","No Discount (0%)",2014,"Q3"
"CA-2016-162138",2016-04-23,"Standard Class","Corporate","California","West","Office Supplies","Binders",251.52,6,0.2,81.744,32.5,"Profit","Medium (11-20%)",2016,"Q2"
"CA-2016-162138",2016-04-23,"Standard Class","Corporate","California","West","Technology","Accessories",99.99,1,0,34.9965,35,"Profit","No Discount (0%)",2016,"Q2"
"CA-2017-153339",2017-11-03,"Second Class","Corporate","Tennessee","South","Furniture","Furnishings",15.992,1,0.2,0.9995,6.25,"Profit","Medium (11-20%)",2017,"Q4"
"US-2016-141544",2016-08-30,"First Class","Consumer","Pennsylvania","East","Technology","Phones",290.898,3,0.4,-67.8762,-23.33,"Loss","Very High (31%+)",2016,"Q3"
"US-2016-141544",2016-08-30,"First Class","Consumer","Pennsylvania","East","Office Supplies","Storage",54.224,2,0.2,3.389,6.25,"Profit","Medium (11-20%)",2016,"Q3"
"US-2016-141544",2016-08-30,"First Class","Consumer","Pennsylvania","East","Furniture","Chairs",786.744,4,0.3,-258.5016,-32.86,"Loss","High (21-30%)",2016,"Q3"
"US-2016-141544",2016-08-30,"First Class","Consumer","Pennsylvania","East","Office Supplies","Labels",100.24,10,0.2,33.831,33.75,"Profit","Medium (11-20%)",2016,"Q3"
"US-2016-141544",2016-08-30,"First Class","Consumer","Pennsylvania","East","Office Supplies","Binders",37.764,6,0.7,-27.6936,-73.33,"Loss","Very High (31%+)",2016,"Q3"
"US-2016-150147",2016-04-25,"Second Class","Consumer","Pennsylvania","East","Technology","Phones",82.8,2,0.4,-20.7,-25,"Loss","Very High (31%+)",2016,"Q2"
"US-2016-150147",2016-04-25,"Second Class","Consumer","Pennsylvania","East","Office Supplies","Binders",20.724,2,0.7,-13.816,-66.67,"Loss","Very High (31%+)",2016,"Q2"
"US-2016-150147",2016-04-25,"Second Class","Consumer","Pennsylvania","East","Office Supplies","Binders",4.896,3,0.7,-3.4272,-70,"Loss","Very High (31%+)",2016,"Q2"
"CA-2015-137946",2015-09-01,"Second Class","Consumer","California","West","Office Supplies","Binders",4.752,1,0.2,1.6038,33.75,"Profit","Medium (11-20%)",2015,"Q3"
"CA-2015-137946",2015-09-01,"Second Class","Consumer","California","West","Technology","Copiers",959.984,2,0.2,335.9944,35,"Profit","Medium (11-20%)",2015,"Q3"
"CA-2015-137946",2015-09-01,"Second Class","Consumer","California","West","Office Supplies","Binders",14.368,4,0.2,4.49,31.25,"Profit","Medium (11-20%)",2015,"Q3"
"CA-2014-129924",2014-07-12,"Standard Class","Corporate","California","West","Office Supplies","Binders",7.712,2,0.2,2.7956,36.25,"Profit","Medium (11-20%)",2014,"Q3"
"CA-2014-129924",2014-07-12,"Standard Class","Corporate","California","West","Furniture","Tables",698.352,3,0.2,-17.4588,-2.5,"Loss","Medium (11-20%)",2014,"Q3"
"CA-2015-128167",2015-06-22,"Second Class","Consumer","Utah","West","Office Supplies","Fasteners",4.96,4,0,2.3312,47,"Profit","No Discount (0%)",2015,"Q2"
"CA-2014-122336",2014-04-13,"Second Class","Corporate","Pennsylvania","East","Office Supplies","Art",17.856,4,0.2,1.116,6.25,"Profit","Medium (11-20%)",2014,"Q2"
"CA-2014-122336",2014-04-13,"Second Class","Corporate","Pennsylvania","East","Office Supplies","Binders",509.97,10,0.7,-407.976,-80,"Loss","Very High (31%+)",2014,"Q2"
"CA-2014-122336",2014-04-13,"Second Class","Corporate","Pennsylvania","East","Office Supplies","Fasteners",30.992,13,0.2,10.0724,32.5,"Profit","Medium (11-20%)",2014,"Q2"
"CA-2014-122336",2014-04-13,"Second Class","Corporate","Pennsylvania","East","Technology","Phones",71.928,12,0.4,8.3916,11.67,"Profit","Very High (31%+)",2014,"Q2"
"US-2015-120712",2015-12-20,"Standard Class","Consumer","Texas","Central","Office Supplies","Storage",88.8,4,0.2,-2.22,-2.5,"Loss","Medium (11-20%)",2015,"Q4"
"CA-2017-169901",2017-06-15,"Standard Class","Consumer","California","West","Technology","Phones",47.976,3,0.2,4.7976,10,"Profit","Medium (11-20%)",2017,"Q2"
"CA-2017-134306",2017-07-08,"Standard Class","Consumer","Massachusetts","East","Office Supplies","Art",7.56,3,0,3.0996,41,"Profit","No Discount (0%)",2017,"Q3"
"CA-2017-134306",2017-07-08,"Standard Class","Consumer","Massachusetts","East","Office Supplies","Paper",24.56,2,0,11.5432,47,"Profit","No Discount (0%)",2017,"Q3"
"CA-2017-134306",2017-07-08,"Standard Class","Consumer","Massachusetts","East","Office Supplies","Art",12.96,2,0,4.1472,32,"Profit","No Discount (0%)",2017,"Q3"
"CA-2016-129714",2016-09-01,"First Class","Home Office","New York","East","Technology","Accessories",6.79,1,0,2.3086,34,"Profit","No Discount (0%)",2016,"Q3"
"CA-2016-129714",2016-09-01,"First Class","Home Office","New York","East","Office Supplies","Paper",24.56,2,0,11.5432,47,"Profit","No Discount (0%)",2016,"Q3"
"CA-2016-129714",2016-09-01,"First Class","Home Office","New York","East","Office Supplies","Binders",3.048,1,0.2,1.0668,35,"Profit","Medium (11-20%)",2016,"Q3"
"CA-2016-129714",2016-09-01,"First Class","Home Office","New York","East","Office Supplies","Paper",49.12,4,0,23.0864,47,"Profit","No Discount (0%)",2016,"Q3"
"CA-2016-129714",2016-09-01,"First Class","Home Office","New York","East","Office Supplies","Binders",4355.168,4,0.2,1415.4296,32.5,"Profit","Medium (11-20%)",2016,"Q3"
"CA-2016-138520",2016-04-08,"Standard Class","Consumer","New York","East","Furniture","Bookcases",388.704,6,0.2,-4.8588,-1.25,"Loss","Medium (11-20%)",2016,"Q2"
"CA-2016-138520",2016-04-08,"Standard Class","Consumer","New York","East","Office Supplies","Envelopes",8.26,2,0,3.7996,46,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-138520",2016-04-08,"Standard Class","Consumer","New York","East","Office Supplies","Art",17.04,4,0,6.9864,41,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-138520",2016-04-08,"Standard Class","Consumer","New York","East","Office Supplies","Paper",34.4,5,0,15.824,46,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-130001",2016-04-23,"Standard Class","Corporate","North Carolina","South","Office Supplies","Paper",36.24,5,0.2,11.325,31.25,"Profit","Medium (11-20%)",2016,"Q2"
"CA-2017-155698",2017-03-08,"First Class","Corporate","Georgia","South","Office Supplies","Appliances",647.84,8,0,168.4384,26,"Profit","No Discount (0%)",2017,"Q1"
"CA-2017-155698",2017-03-08,"First Class","Corporate","Georgia","South","Office Supplies","Labels",20.7,2,0,9.936,48,"Profit","No Discount (0%)",2017,"Q1"
"CA-2017-144904",2017-09-25,"Standard Class","Consumer","New York","East","Office Supplies","Labels",20.7,2,0,9.936,48,"Profit","No Discount (0%)",2017,"Q3"
"CA-2017-144904",2017-09-25,"Standard Class","Consumer","New York","East","Furniture","Chairs",488.646,3,0.1,86.8704,17.78,"Profit","Low (1-10%)",2017,"Q3"
"CA-2017-144904",2017-09-25,"Standard Class","Consumer","New York","East","Office Supplies","Art",5.56,2,0,1.4456,26,"Profit","No Discount (0%)",2017,"Q3"
"CA-2017-144904",2017-09-25,"Standard Class","Consumer","New York","East","Furniture","Furnishings",47.12,8,0,20.7328,44,"Profit","No Discount (0%)",2017,"Q3"
"CA-2014-123344",2014-09-24,"Standard Class","Consumer","California","West","Office Supplies","Storage",211.96,4,0,8.4784,4,"Profit","No Discount (0%)",2014,"Q3"
"CA-2016-155516",2016-10-21,"Same Day","Corporate","Connecticut","East","Office Supplies","Binders",23.2,4,0,10.44,45,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-155516",2016-10-21,"Same Day","Corporate","Connecticut","East","Office Supplies","Supplies",7.36,2,0,0.1472,2,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-155516",2016-10-21,"Same Day","Corporate","Connecticut","East","Office Supplies","Storage",104.79,7,0,29.3412,28,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-155516",2016-10-21,"Same Day","Corporate","Connecticut","East","Furniture","Bookcases",1043.92,4,0,271.4192,26,"Profit","No Discount (0%)",2016,"Q4"
"CA-2017-104745",2017-05-29,"Standard Class","Consumer","Texas","Central","Office Supplies","Paper",25.92,5,0.2,9.396,36.25,"Profit","Medium (11-20%)",2017,"Q2"
"CA-2017-104745",2017-05-29,"Standard Class","Consumer","Texas","Central","Office Supplies","Storage",53.424,3,0.2,4.6746,8.75,"Profit","Medium (11-20%)",2017,"Q2"
"US-2014-119137",2014-07-23,"Standard Class","Consumer","Arizona","West","Office Supplies","Binders",8.16,5,0.7,-5.712,-70,"Loss","Very High (31%+)",2014,"Q3"
"US-2014-119137",2014-07-23,"Standard Class","Consumer","Arizona","West","Technology","Accessories",1023.936,8,0.2,179.1888,17.5,"Profit","Medium (11-20%)",2014,"Q3"
"US-2014-119137",2014-07-23,"Standard Class","Consumer","Arizona","West","Office Supplies","Art",9.24,1,0.2,0.924,10,"Profit","Medium (11-20%)",2014,"Q3"
"US-2014-119137",2014-07-23,"Standard Class","Consumer","Arizona","West","Technology","Accessories",479.04,10,0.2,-29.94,-6.25,"Loss","Medium (11-20%)",2014,"Q3"
"US-2016-134656",2016-09-28,"First Class","Corporate","Illinois","Central","Office Supplies","Paper",99.136,4,0.2,30.98,31.25,"Profit","Medium (11-20%)",2016,"Q3"
"US-2017-134481",2017-08-27,"Standard Class","Corporate","Massachusetts","East","Furniture","Tables",1488.424,7,0.3,-297.6848,-20,"Loss","High (21-30%)",2017,"Q3"
"CA-2015-130792",2015-04-28,"Standard Class","Consumer","Texas","Central","Office Supplies","Appliances",8.652,3,0.8,-20.3322,-235,"Loss","Very High (31%+)",2015,"Q2"
"CA-2015-130792",2015-04-28,"Standard Class","Consumer","Texas","Central","Office Supplies","Storage",23.832,3,0.2,2.6811,11.25,"Profit","Medium (11-20%)",2015,"Q2"
"CA-2015-130792",2015-04-28,"Standard Class","Consumer","Texas","Central","Office Supplies","Binders",12.176,4,0.8,-18.8728,-155,"Loss","Very High (31%+)",2015,"Q2"
"CA-2016-134775",2016-10-28,"First Class","Corporate","California","West","Office Supplies","Paper",50.96,7,0,25.48,50,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-134775",2016-10-28,"First Class","Corporate","California","West","Office Supplies","Binders",49.536,3,0.2,17.3376,35,"Profit","Medium (11-20%)",2016,"Q4"
"CA-2015-125395",2015-06-26,"Second Class","Corporate","Michigan","Central","Technology","Accessories",41.9,2,0,8.799,21,"Profit","No Discount (0%)",2015,"Q2"
"US-2015-168935",2015-11-27,"Standard Class","Consumer","Florida","South","Furniture","Tables",375.4575,3,0.45,-157.0095,-41.82,"Loss","Very High (31%+)",2015,"Q4"
"US-2015-168935",2015-11-27,"Standard Class","Consumer","Florida","South","Technology","Accessories",83.976,3,0.2,-1.0497,-1.25,"Loss","Medium (11-20%)",2015,"Q4"
"CA-2015-122756",2015-12-03,"Standard Class","Corporate","Pennsylvania","East","Technology","Machines",482.34,4,0.7,-337.638,-70,"Loss","Very High (31%+)",2015,"Q4"
"CA-2015-122756",2015-12-03,"Standard Class","Corporate","Pennsylvania","East","Furniture","Furnishings",2.96,1,0.2,0.777,26.25,"Profit","Medium (11-20%)",2015,"Q4"
"CA-2014-115973",2014-11-24,"First Class","Consumer","Ohio","East","Office Supplies","Art",2.624,1,0.2,0.4264,16.25,"Profit","Medium (11-20%)",2014,"Q4"
"CA-2017-101798",2017-12-11,"Standard Class","Consumer","New York","East","Office Supplies","Binders",23.36,4,0.2,7.884,33.75,"Profit","Medium (11-20%)",2017,"Q4"
"CA-2017-101798",2017-12-11,"Standard Class","Consumer","New York","East","Technology","Accessories",39.98,2,0,13.5932,34,"Profit","No Discount (0%)",2017,"Q4"
"US-2014-135972",2014-09-21,"Second Class","Consumer","Washington","West","Technology","Phones",246.384,2,0.2,27.7182,11.25,"Profit","Medium (11-20%)",2014,"Q3"
"US-2014-135972",2014-09-21,"Second Class","Consumer","Washington","West","Technology","Copiers",1799.97,3,0,701.9883,39,"Profit","No Discount (0%)",2014,"Q3"
"US-2014-134971",2014-06-07,"Second Class","Corporate","Illinois","Central","Office Supplies","Binders",12.462,3,0.8,-20.5623,-165,"Loss","Very High (31%+)",2014,"Q2"
"CA-2017-102946",2017-06-30,"Standard Class","Home Office","Nevada","West","Office Supplies","Binders",75.792,3,0.2,25.5798,33.75,"Profit","Medium (11-20%)",2017,"Q2"
"CA-2017-165603",2017-10-17,"Second Class","Corporate","Rhode Island","East","Office Supplies","Storage",49.96,2,0,9.4924,19,"Profit","No Discount (0%)",2017,"Q4"
"CA-2017-165603",2017-10-17,"Second Class","Corporate","Rhode Island","East","Office Supplies","Paper",12.96,2,0,6.2208,48,"Profit","No Discount (0%)",2017,"Q4"
"CA-2015-122259",2015-10-31,"Standard Class","Home Office","Michigan","Central","Office Supplies","Supplies",70.12,4,0,21.036,30,"Profit","No Discount (0%)",2015,"Q4"
"CA-2016-108987",2016-09-08,"Second Class","Consumer","Texas","Central","Office Supplies","Storage",35.952,3,0.2,3.5952,10,"Profit","Medium (11-20%)",2016,"Q3"
"CA-2016-108987",2016-09-08,"Second Class","Consumer","Texas","Central","Furniture","Bookcases",2396.2656,4,0.32,-317.1528,-13.24,"Loss","Very High (31%+)",2016,"Q3"
"CA-2016-108987",2016-09-08,"Second Class","Consumer","Texas","Central","Office Supplies","Storage",131.136,4,0.2,-32.784,-25,"Loss","Medium (11-20%)",2016,"Q3"
"CA-2016-108987",2016-09-08,"Second Class","Consumer","Texas","Central","Technology","Accessories",57.584,2,0.2,0.7198,1.25,"Profit","Medium (11-20%)",2016,"Q3"
"CA-2014-113166",2014-12-24,"First Class","Consumer","Florida","South","Office Supplies","Paper",9.568,2,0.2,3.4684,36.25,"Profit","Medium (11-20%)",2014,"Q4"
"CA-2014-155208",2014-04-16,"Standard Class","Corporate","North Carolina","South","Office Supplies","Art",39.072,6,0.2,9.768,25,"Profit","Medium (11-20%)",2014,"Q2"
"CA-2017-117933",2017-12-24,"Standard Class","Consumer","New York","East","Office Supplies","Appliances",35.91,3,0,9.6957,27,"Profit","No Discount (0%)",2017,"Q4"
"CA-2017-117457",2017-12-08,"Standard Class","Consumer","California","West","Technology","Accessories",179.95,5,0,37.7895,21,"Profit","No Discount (0%)",2017,"Q4"
"CA-2017-117457",2017-12-08,"Standard Class","Consumer","California","West","Technology","Copiers",1199.976,3,0.2,434.9913,36.25,"Profit","Medium (11-20%)",2017,"Q4"
"CA-2017-117457",2017-12-08,"Standard Class","Consumer","California","West","Office Supplies","Paper",27.15,5,0,13.3035,49,"Profit","No Discount (0%)",2017,"Q4"
"CA-2017-117457",2017-12-08,"Standard Class","Consumer","California","West","Furniture","Tables",1004.024,7,0.2,-112.9527,-11.25,"Loss","Medium (11-20%)",2017,"Q4"
"CA-2017-117457",2017-12-08,"Standard Class","Consumer","California","West","Office Supplies","Paper",9.68,1,0,4.6464,48,"Profit","No Discount (0%)",2017,"Q4"
"CA-2017-117457",2017-12-08,"Standard Class","Consumer","California","West","Office Supplies","Labels",28.35,9,0,13.608,48,"Profit","No Discount (0%)",2017,"Q4"
"CA-2017-117457",2017-12-08,"Standard Class","Consumer","California","West","Office Supplies","Paper",55.98,1,0,27.4302,49,"Profit","No Discount (0%)",2017,"Q4"
"CA-2017-117457",2017-12-08,"Standard Class","Consumer","California","West","Furniture","Bookcases",1336.829,13,0.15,31.4548,2.35,"Profit","Medium (11-20%)",2017,"Q4"
"CA-2017-117457",2017-12-08,"Standard Class","Consumer","California","West","Furniture","Chairs",113.568,2,0.2,-18.4548,-16.25,"Loss","Medium (11-20%)",2017,"Q4"
"CA-2017-142636",2017-11-03,"Standard Class","Corporate","Washington","West","Office Supplies","Paper",139.86,7,0,65.7342,47,"Profit","No Discount (0%)",2017,"Q4"
"CA-2017-142636",2017-11-03,"Standard Class","Corporate","Washington","West","Furniture","Chairs",307.136,4,0.2,26.8744,8.75,"Profit","Medium (11-20%)",2017,"Q4"
"CA-2017-122105",2017-06-24,"Standard Class","Consumer","California","West","Office Supplies","Art",95.92,8,0,25.8984,27,"Profit","No Discount (0%)",2017,"Q2"
"CA-2016-148796",2016-04-14,"Standard Class","Consumer","California","West","Furniture","Chairs",383.8,5,0.2,38.38,10,"Profit","Medium (11-20%)",2016,"Q2"
"CA-2017-154816",2017-11-06,"Standard Class","Corporate","Kentucky","South","Office Supplies","Paper",5.78,1,0,2.8322,49,"Profit","No Discount (0%)",2017,"Q4"
"CA-2017-110478",2017-03-04,"Standard Class","Corporate","California","West","Office Supplies","Art",9.32,4,0,2.7028,29,"Profit","No Discount (0%)",2017,"Q1"
"CA-2017-110478",2017-03-04,"Standard Class","Corporate","California","West","Office Supplies","Envelopes",15.25,1,0,7.015,46,"Profit","No Discount (0%)",2017,"Q1"
"CA-2014-142048",2014-06-22,"First Class","Consumer","Colorado","West","Technology","Accessories",196.752,6,0.2,56.5662,28.75,"Profit","Medium (11-20%)",2014,"Q2"
"CA-2017-125388",2017-10-19,"Standard Class","Corporate","Massachusetts","East","Furniture","Furnishings",56.56,4,0,14.7056,26,"Profit","No Discount (0%)",2017,"Q4"
"CA-2017-125388",2017-10-19,"Standard Class","Corporate","Massachusetts","East","Office Supplies","Storage",32.7,3,0,8.502,26,"Profit","No Discount (0%)",2017,"Q4"
"CA-2017-155705",2017-08-21,"Second Class","Consumer","Mississippi","South","Furniture","Chairs",866.4,4,0,225.264,26,"Profit","No Discount (0%)",2017,"Q3"
"CA-2017-149160",2017-11-23,"Second Class","Corporate","Michigan","Central","Furniture","Furnishings",28.4,2,0,11.076,39,"Profit","No Discount (0%)",2017,"Q4"
"CA-2017-149160",2017-11-23,"Second Class","Corporate","Michigan","Central","Office Supplies","Binders",287.92,8,0,138.2016,48,"Profit","No Discount (0%)",2017,"Q4"
"CA-2014-101476",2014-09-12,"First Class","Home Office","New York","East","Technology","Machines",69.99,1,0,30.0957,43,"Profit","No Discount (0%)",2014,"Q3"
"CA-2017-152275",2017-10-01,"Standard Class","Corporate","Texas","Central","Office Supplies","Art",6.672,6,0.2,0.5004,7.5,"Profit","Medium (11-20%)",2017,"Q4"
"US-2016-123750",2016-04-15,"Standard Class","Home Office","North Carolina","South","Office Supplies","Binders",189.588,2,0.7,-145.3508,-76.67,"Loss","Very High (31%+)",2016,"Q2"
"US-2016-123750",2016-04-15,"Standard Class","Home Office","North Carolina","South","Technology","Accessories",408.744,7,0.2,76.6395,18.75,"Profit","Medium (11-20%)",2016,"Q2"
"US-2016-123750",2016-04-15,"Standard Class","Home Office","North Carolina","South","Technology","Accessories",291.96,5,0.2,54.7425,18.75,"Profit","Medium (11-20%)",2016,"Q2"
"US-2016-123750",2016-04-15,"Standard Class","Home Office","North Carolina","South","Office Supplies","Storage",4.768,2,0.2,-0.7748,-16.25,"Loss","Medium (11-20%)",2016,"Q2"
"CA-2016-127369",2016-06-06,"First Class","Consumer","Massachusetts","East","Office Supplies","Storage",714.3,5,0,207.147,29,"Profit","No Discount (0%)",2016,"Q2"
"US-2014-150574",2014-12-19,"Standard Class","Consumer","Florida","South","Office Supplies","Binders",4.812,2,0.7,-3.6892,-76.67,"Loss","Very High (31%+)",2014,"Q4"
"US-2014-150574",2014-12-19,"Standard Class","Consumer","Florida","South","Technology","Accessories",247.8,5,0.2,-18.585,-7.5,"Loss","Medium (11-20%)",2014,"Q4"
"CA-2016-147375",2016-06-12,"Second Class","Home Office","Illinois","Central","Technology","Machines",1007.979,3,0.3,43.1991,4.29,"Profit","High (21-30%)",2016,"Q2"
"CA-2016-147375",2016-06-12,"Second Class","Home Office","Illinois","Central","Office Supplies","Paper",313.488,7,0.2,113.6394,36.25,"Profit","Medium (11-20%)",2016,"Q2"
"CA-2017-130043",2017-09-15,"Standard Class","Corporate","Texas","Central","Office Supplies","Paper",31.872,8,0.2,11.5536,36.25,"Profit","Medium (11-20%)",2017,"Q3"
"CA-2017-157252",2017-01-20,"Second Class","Corporate","New York","East","Furniture","Chairs",207.846,3,0.1,2.3094,1.11,"Profit","Low (1-10%)",2017,"Q1"
"CA-2016-115756",2016-09-05,"Second Class","Consumer","Michigan","Central","Furniture","Furnishings",12.22,1,0,3.666,30,"Profit","No Discount (0%)",2016,"Q3"
"CA-2016-115756",2016-09-05,"Second Class","Consumer","Michigan","Central","Office Supplies","Storage",194.94,3,0,23.3928,12,"Profit","No Discount (0%)",2016,"Q3"
"CA-2016-115756",2016-09-05,"Second Class","Consumer","Michigan","Central","Office Supplies","Storage",70.95,3,0,20.5755,29,"Profit","No Discount (0%)",2016,"Q3"
"CA-2016-115756",2016-09-05,"Second Class","Consumer","Michigan","Central","Office Supplies","Paper",91.36,4,0,42.0256,46,"Profit","No Discount (0%)",2016,"Q3"
"CA-2016-115756",2016-09-05,"Second Class","Consumer","Michigan","Central","Furniture","Chairs",242.94,3,0,29.1528,12,"Profit","No Discount (0%)",2016,"Q3"
"CA-2016-115756",2016-09-05,"Second Class","Consumer","Michigan","Central","Office Supplies","Labels",22.05,7,0,10.584,48,"Profit","No Discount (0%)",2016,"Q3"
"CA-2017-154214",2017-03-20,"Second Class","Consumer","Indiana","Central","Furniture","Furnishings",2.91,1,0,1.3677,47,"Profit","No Discount (0%)",2017,"Q1"
"CA-2016-166674",2016-04-01,"Second Class","Consumer","New York","East","Office Supplies","Art",59.52,3,0,15.4752,26,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-166674",2016-04-01,"Second Class","Consumer","New York","East","Office Supplies","Storage",161.94,3,0,9.7164,6,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-166674",2016-04-01,"Second Class","Consumer","New York","East","Office Supplies","Art",263.88,6,0,71.2476,27,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-166674",2016-04-01,"Second Class","Consumer","New York","East","Office Supplies","Art",30.48,3,0,7.9248,26,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-166674",2016-04-01,"Second Class","Consumer","New York","East","Office Supplies","Art",9.84,3,0,2.8536,29,"Profit","No Discount (0%)",2016,"Q2"
